Output (S),Ia,Ib,Ic,Va,Vb,Vc,,
1,-216.0406261,31.32719389,-48.69356965,-0.34669898,0.604109268,-0.257410288,,
1,-202.932701,32.47400013,-48.7192782,-0.349048963,0.603300268,-0.254251305,,
1,-189.945094,33.47466118,-48.87109867,-0.351353792,0.602342259,-0.250988467,,
1,-177.1012742,34.3692593,-49.10866459,-0.353659164,0.601235785,-0.247576621,,
1,-164.365626,35.24464254,-49.34484843,-0.355996197,0.599980811,-0.243984613,,
1,-151.6539843,36.15187911,-49.52830783,-0.358334776,0.598577954,-0.240243178,,
1,-138.8766927,37.07221727,-49.67752531,-0.360584336,0.597027254,-0.236442918,,
1,-125.9510154,37.97163403,-49.82626008,-0.362654604,0.5953294,-0.232674796,,
1,-112.833695,38.85404345,-49.97033935,-0.364513461,0.593484504,-0.228971043,,
1,-99.52012059,39.76800962,-50.06094586,-0.366197335,0.591493327,-0.225295991,,
1,-86.05675868,40.74712852,-50.06423566,-0.36776543,0.589356056,-0.221590626,,
1,-72.51675796,41.76898976,-50.00237687,-0.369256317,0.587073522,-0.217817205,,
1,-58.98723397,42.76345611,-49.94526972,-0.370677688,0.584645985,-0.213968296,,
1,-45.53059429,43.67620925,-49.9470014,-0.372033638,0.582074346,-0.210040708,,
1,-32.17556939,44.50746362,-50.00713167,-0.373340465,0.579358938,-0.206018473,,
1,-18.9041498,45.30431319,-50.07834678,-0.374617728,0.576500733,-0.201883005,,
1,-5.674203966,46.10747639,-50.11971397,-0.375857749,0.573500135,-0.197642386,,
1,7.571153308,46.92301016,-50.12496809,-0.377018869,0.570358184,-0.193339315,,
1,20.87721208,47.73031668,-50.11450426,-0.378045839,0.567075356,-0.189029517,,
1,34.27471919,48.52142353,-50.09609847,-0.378909251,0.56365276,-0.184743509,,
1,47.7643506,49.31268807,-50.05320254,-0.379618926,0.560090942,-0.180472016,,
1,61.32452966,50.12858834,-49.96115395,-0.380210902,0.556391079,-0.176180177,,
1,74.90978789,50.96724821,-49.82165006,-0.380715002,0.552553786,-0.171838784,,
1,88.47169181,51.79768899,-49.66549721,-0.381143227,0.548580307,-0.16743708,,
1,101.9665935,52.58183242,-49.53060714,-0.381494908,0.544471326,-0.162976419,,
1,115.3752607,53.30856752,-49.42793079,-0.381774383,0.540228153,-0.15845377,,
1,128.6994911,53.99626577,-49.33894255,-0.381989367,0.535851539,-0.153862172,,
1,141.9636006,54.67395418,-49.23446785,-0.38214136,0.531342859,-0.149201498,,
1,155.1965071,55.35345924,-49.10253859,-0.382212328,0.526702931,-0.144490604,,
1,168.4272284,56.02880414,-48.94899666,-0.382174036,0.521933193,-0.139759157,,
1,181.6709803,56.69004793,-48.78365407,-0.382003843,0.517034531,-0.135030688,,
1,194.9316695,57.34114269,-48.60243657,-0.381701882,0.512008443,-0.130306561,,
1,208.1954396,57.99378738,-48.3935291,-0.381285093,0.50685588,-0.125570787,,
1,221.4393239,58.65342113,-48.1513832,-0.380774788,0.501578402,-0.120803615,,
1,234.6320497,59.30679738,-47.88914225,-0.380181033,0.496177024,-0.115995991,,
1,247.7480151,59.93272045,-47.62790561,-0.379505739,0.490653364,-0.111147625,,
1,260.7695948,60.51771148,-47.38106198,-0.378748003,0.4850085,-0.106260498,,
1,273.6956586,61.06775986,-47.14253871,-0.37791177,0.479244111,-0.101332341,,
1,286.5347198,61.598669,-46.89645534,-0.376998625,0.473361332,-0.096362707,,
1,299.3039019,62.12295188,-46.63022881,-0.376003514,0.467361901,-0.091358388,,
1,312.0176224,62.64026281,-46.34414094,-0.374911474,0.461247014,-0.086335539,,
1,324.6870156,63.14514301,-46.04359366,-0.373708977,0.455018462,-0.081309485,,
1,337.3129659,63.63527303,-45.7308558,-0.372390906,0.4486775,-0.076286595,,
1,349.8897632,64.11598792,-45.40054875,-0.370965477,0.442225975,-0.071260498,,
1,362.402321,64.59139962,-45.04852325,-0.369444743,0.435665196,-0.066220453,,
1,374.8333455,65.05835486,-44.67790233,-0.367838693,0.428997064,-0.061158371,,
1,387.1642477,65.50544383,-44.30007182,-0.366149597,0.422222943,-0.056073346,,
1,399.3835335,65.92343505,-43.92424633,-0.364377981,0.415344785,-0.050966803,,
1,411.4859257,66.31145962,-43.55128415,-0.362524017,0.408364007,-0.04583999,,
1,423.4754726,66.67780217,-43.17289713,-0.360589795,0.40128261,-0.040692815,,
1,435.3592267,67.0306503,-42.78090044,-0.358573119,0.394102065,-0.035528946,,
1,447.1464879,67.37301883,-42.37228912,-0.356468161,0.386824419,-0.030356258,,
1,458.8422172,67.70185295,-41.95013413,-0.354266153,0.379451192,-0.025185038,,
1,470.4481063,68.01486714,-41.51674422,-0.351963557,0.371984478,-0.020020921,,
1,481.9591589,68.31286667,-41.07134361,-0.349562695,0.364425846,-0.014863151,,
1,493.3673255,68.59905295,-40.61076746,-0.347071781,0.356777434,-0.009705653,,
1,504.6605355,68.87304733,-40.13543725,-0.344497463,0.349040856,-0.004543393,,
1,515.827957,69.13035276,-39.64989991,-0.341843799,0.341218293,0.000625505,,
1,526.8600981,69.36460748,-39.16057331,-0.339110685,0.333311405,0.00579928,,
1,537.7531497,69.57377151,-38.66956056,-0.336298629,0.325322412,0.010976218,,
1,548.5067196,69.76062481,-38.17415105,-0.333407712,0.317253015,0.016154697,,
1,559.1247111,69.93066161,-37.66892688,-0.330438407,0.309105476,0.021332931,,
1,569.6106903,70.08666159,-37.15119086,-0.327387951,0.300881536,0.026506415,,
1,579.9679257,70.2283005,-36.62135672,-0.324253044,0.292583491,0.031669553,,
1,590.1959323,70.35347386,-36.0816245,-0.321030646,0.284213122,0.036817524,,
1,600.2922261,70.46204119,-35.53223717,-0.317722287,0.275772761,0.041949526,,
1,610.2507637,70.55510794,-34.97219784,-0.314331843,0.267264225,0.047067618,,
1,620.0648675,70.63359884,-34.40069722,-0.310864797,0.258689877,0.05217492,,
1,629.7266879,70.69556047,-33.81981015,-0.307323943,0.25005157,0.057272374,,
1,639.2304902,70.73784358,-33.23281413,-0.303710768,0.241351698,0.06235907,,
1,648.5720159,70.75807321,-32.64221831,-0.300025023,0.232592144,0.067432879,,
1,657.750509,70.75723197,-32.04718102,-0.296267622,0.223775333,0.072492288,,
1,666.7664157,70.73803532,-31.44513362,-0.29243878,0.214903178,0.077535602,,
1,675.6217219,70.70313638,-30.83357647,-0.288538695,0.205978129,0.082560566,,
1,684.3171008,70.6528163,-30.21238772,-0.284565732,0.197002129,0.087563603,,
1,692.852555,70.58624329,-29.58256506,-0.280519111,0.18797765,0.092541461,,
1,701.2256741,70.50252338,-28.94517406,-0.27639891,0.178906662,0.097492248,,
1,709.4332283,70.40214461,-28.29990484,-0.272207973,0.16979166,0.102416313,,
1,717.4703089,70.28555635,-27.64649176,-0.267949404,0.160634636,0.107314769,,
1,725.332374,70.1524975,-26.98538615,-0.26362642,0.151438106,0.112188315,,
1,733.0147908,70.00128492,-26.31846687,-0.259240266,0.142204083,0.117036184,,
1,740.5147734,69.83060018,-25.64725443,-0.254791994,0.132935101,0.121856893,,
1,747.8304909,69.64026771,-24.97213191,-0.25028197,0.123633191,0.126648779,,
1,754.9620005,69.43183589,-24.29176469,-0.245711362,0.114300905,0.131410457,,
1,761.9094643,69.20687449,-23.60480206,-0.241080498,0.104940289,0.136140208,,
1,768.6734519,68.96624516,-22.91060761,-0.236389731,0.095553908,0.140835824,,
1,775.253284,68.70949384,-22.20986584,-0.231638662,0.086143823,0.145494838,,
1,781.6477913,68.43614776,-21.50328598,-0.226828094,0.07671261,0.150115484,,
1,787.8543879,68.14603454,-20.79128196,-0.221959476,0.067262344,0.154697131,,
1,793.8703207,67.83961865,-20.0736368,-0.217035611,0.057795607,0.159240004,,
1,799.6921718,67.51689728,-19.35060576,-0.212058771,0.048314485,0.163744286,,
1,805.3172361,67.17741593,-18.62290159,-0.207031008,0.038821567,0.168209442,,
1,810.7430738,66.82028442,-17.89167755,-0.20195322,0.029318946,0.172634274,,
1,815.9685734,66.44533711,-17.15736803,-0.196826517,0.019809214,0.177017303,,
1,820.9930642,66.05310407,-16.41971645,-0.191651663,0.010294472,0.181357191,,
1,825.816757,65.64472332,-15.67786379,-0.186429853,0.000777312,0.185652541,,
1,830.4395096,65.22084488,-14.9314436,-0.181161678,-0.008740161,0.189901839,,
1,834.8611674,64.78162321,-14.18059041,-0.175847962,-0.018255356,0.194103319,,
1,839.080654,64.32669843,-13.4259575,-0.17048939,-0.027766169,0.198255559,,
1,843.0966883,63.85601929,-12.66789479,-0.165087598,-0.037270009,0.202357608,,
1,846.907292,63.3696997,-11.90659131,-0.159644441,-0.046764775,0.206409216,,
1,850.5106907,62.8680201,-11.14207469,-0.154162234,-0.056247881,0.210410115,,
1,853.9049552,62.35081952,-10.37481808,-0.148642646,-0.06571723,0.214359876,,
1,857.088846,61.81782346,-9.605413124,-0.143087194,-0.075170243,0.218257437,,
1,860.0613636,61.26877635,-8.834436522,-0.137496858,-0.084604829,0.222101687,,
1,862.8223043,60.70401554,-8.061876844,-0.131872911,-0.094018421,0.225891332,,
1,865.3715363,60.1241301,-7.287474768,-0.126216444,-0.103408934,0.229625378,,
1,867.7092736,59.52979723,-6.510887446,-0.120528761,-0.112773814,0.233302575,,
1,869.835318,58.92123414,-5.732235715,-0.114810842,-0.122110987,0.236921829,,
1,871.7494265,58.29846182,-4.951841081,-0.109063931,-0.131417912,0.240481843,,
1,873.4508223,57.66136721,-4.170162584,-0.103289319,-0.140692531,0.24398185,,
1,874.9387542,57.01010799,-3.387392834,-0.097488827,-0.149932317,0.247421145,,
1,876.2121817,56.34484056,-2.603729038,-0.091664249,-0.159135228,0.250799477,,
1,877.2703637,55.66572308,-1.81937075,-0.085817447,-0.168298757,0.254116205,,
1,878.1125697,54.97266364,-1.034770763,-0.079949866,-0.177420878,0.257370745,,
1,878.7385813,54.26566498,-0.250291131,-0.07406291,-0.186499106,0.260562016,,
1,879.148308,53.54485551,0.533828773,-0.068157803,-0.195531435,0.263689239,,
1,879.3420973,52.81069635,1.317678517,-0.062235951,-0.204515403,0.266751354,,
1,879.3202239,52.06363211,2.101328397,-0.05629865,-0.213449026,0.269747677,,
1,879.0831055,51.3040358,2.884773516,-0.050347266,-0.222329868,0.272677134,,
1,878.630855,50.53199578,3.66772173,-0.044383052,-0.231155969,0.275539021,,
1,877.9635946,49.74759267,4.449869789,-0.038407458,-0.239924921,0.278332379,,
1,877.0811683,48.95090154,5.230906432,-0.032422036,-0.248634789,0.281056825,,
1,875.9835384,48.14215907,6.010678846,-0.026428544,-0.257283196,0.283711739,,
1,874.6705694,47.32153313,6.788963185,-0.020428671,-0.265868236,0.286296906,,
1,873.1424099,46.48918017,7.565521175,-0.014424024,-0.274387563,0.288811588,,
1,871.3992642,45.64515551,8.340011379,-0.00841603,-0.282839303,0.291255333,,
1,869.4416883,44.789653,9.112228077,-0.002406078,-0.291221143,0.293627221,,
1,867.2702879,43.92294671,9.882043937,0.003604452,-0.299531242,0.29592679,,
1,864.8859027,43.04544828,10.64946662,0.009614145,-0.307767323,0.298153179,,
1,862.2892653,42.15746873,11.41440147,0.015621596,-0.31592758,0.300305983,,
1,859.4811765,41.2592568,12.1766892,0.021625415,-0.324009774,0.302384359,,
1,856.4622443,40.35093001,12.93603784,0.027624158,-0.332012135,0.304387977,,
1,853.2331316,39.43266735,13.69221468,0.033616314,-0.339932466,0.306316152,,
1,849.7943835,38.504656,14.44499398,0.039600257,-0.347769035,0.308168778,,
1,846.1466973,37.56715613,15.194221,0.045574381,-0.355519686,0.309945305,,
1,842.2907657,36.62035309,15.9396651,0.051537104,-0.363182728,0.311645624,,
1,838.2275128,35.66444197,16.68110363,0.057486989,-0.37075605,0.313269061,,
1,833.9579115,34.69959356,17.41828882,0.063422602,-0.378238004,0.314815402,,
1,829.4831556,33.72609136,18.15108397,0.069342584,-0.385626524,0.31628394,,
1,824.8044377,32.74424259,18.87937554,0.075245483,-0.392920004,0.317674522,,
1,819.9230737,31.75439471,19.6030888,0.081129922,-0.40011643,0.318986508,,
1,814.8402909,30.75680119,20.32205466,0.08699444,-0.40721424,0.3202198,,
1,809.5573737,29.75169316,21.03608049,0.092837666,-0.414211469,0.321373803,,
1,804.0755129,28.73925243,21.74492414,0.098658095,-0.421106605,0.322448511,,
1,798.3959853,27.7197212,22.44840291,0.104454284,-0.427897732,0.323443448,,
1,792.5200367,26.69333449,23.14632689,0.110224664,-0.434583388,0.324358724,,
1,786.4490541,25.66035618,23.83853431,0.115967815,-0.441161711,0.325193897,,
1,780.1844469,24.62100044,24.52481388,0.121682244,-0.44763129,0.325949047,,
1,773.7277896,23.57551063,25.20498297,0.127366641,-0.453990317,0.326623676,,
1,767.0806852,22.52413253,25.87886181,0.133019577,-0.460237434,0.327217858,,
1,760.2448723,21.46717999,26.54633833,0.138639759,-0.466370889,0.32773113,,
1,753.2220749,20.40495358,27.20728787,0.144225747,-0.472389379,0.328163633,,
1,746.0140956,19.33775673,27.86158845,0.149776256,-0.478291209,0.328514953,,
1,738.6226868,18.26583036,28.50905646,0.155289854,-0.484075133,0.328785278,,
1,731.0496614,17.1894206,29.14951359,0.160765265,-0.489739514,0.328974249,,
1,723.2967981,16.10875832,29.78276729,0.166201027,-0.495283163,0.329082136,,
1,715.3659622,15.02411588,30.40866684,0.171595842,-0.500704505,0.329108662,,
1,707.2590228,13.93575071,31.02704783,0.176948249,-0.506002408,0.329054159,,
1,698.9779628,12.84393457,31.6377607,0.182257004,-0.51117536,0.328918356,,
1,690.524791,11.7489131,32.24063122,0.187520713,-0.51622229,0.328701578,,
1,681.9016313,10.65096206,32.835516,0.192738199,-0.521141748,0.328403549,,
1,673.1106252,9.550358714,33.42227485,0.197908099,-0.525932723,0.328024625,,
1,664.1540009,8.447412326,34.00080049,0.203029253,-0.530593831,0.327564578,,
1,655.0339753,7.342407392,34.57096274,0.208100305,-0.535124124,0.327023819,,
1,645.7528217,6.23562581,35.13262997,0.213120118,-0.539522282,0.326402163,,
1,636.3127913,5.127316641,35.68563978,0.218087349,-0.543787422,0.325700073,,
1,626.7161926,4.017744878,36.22984706,0.223000868,-0.54791829,0.324917422,,
1,616.9653304,2.907169798,36.76510324,0.227859329,-0.551914067,0.324054738,,
1,607.0625859,1.795873674,37.29128431,0.23266162,-0.555773568,0.323111948,,
1,597.0103577,0.684122527,37.80825246,0.237406427,-0.55949604,0.322089613,,
1,586.8111305,-0.427808181,38.3158811,0.242092699,-0.563080365,0.320987666,,
1,576.4674117,-1.539655596,38.81403368,0.246719176,-0.566525858,0.319806681,,
1,565.9817859,-2.651134107,39.30259837,0.251284854,-0.569831469,0.318546615,,
1,555.3568469,-3.761961739,39.78146255,0.255788496,-0.572996583,0.317208087,,
1,544.5952452,-4.871843926,40.25052835,0.260229118,-0.576020219,0.315791101,,
1,533.6996251,-5.980508061,40.70967901,0.264605504,-0.578901829,0.314296325,,
1,522.6726757,-7.087681211,41.15880042,0.2689167,-0.581640506,0.312723807,,
1,511.5170819,-8.193106158,41.597766,0.273161509,-0.58423577,0.311074261,,
1,500.2355804,-9.296511305,42.02646611,0.277339001,-0.586686784,0.309347783,,
1,488.830917,-10.39763069,42.44478887,0.281448002,-0.58899314,0.307545138,,
1,477.3058979,-11.49618734,42.85263616,0.285487618,-0.591154073,0.305666455,,
1,465.6633468,-12.59191706,43.24990069,0.289456721,-0.593169245,0.303712524,,
1,453.9061472,-13.68454754,43.63648621,0.293354472,-0.595037964,0.301683492,,
1,442.0371972,-14.77381266,44.01229403,0.297179786,-0.596759963,0.299580177,,
1,430.0594452,-15.85943257,44.37724236,0.30093186,-0.598334625,0.297402765,,
1,417.9758446,-16.94113488,44.73124585,0.304609635,-0.599761752,0.295152117,,
1,405.7893873,-18.01864378,45.07422589,0.308212343,-0.601040801,0.292828458,,
1,393.5030644,-19.09169933,45.40609213,0.311738956,-0.602171648,0.290432691,,
1,381.1199027,-20.16003907,45.72676018,0.315188743,-0.603153823,0.28796508,,
1,368.6429321,-21.22340851,46.03614202,0.318560704,-0.603987273,0.285426569,,
1,356.0752227,-22.28154362,46.33416278,0.321854144,-0.604671604,0.282817461,,
1,343.4198545,-23.33418653,46.62074591,0.325068099,-0.605206836,0.280138736,,
1,330.6799495,-24.3810742,46.89582381,0.32820192,-0.605592648,0.277390728,,
1,317.8586415,-25.42195247,47.15932467,0.33125469,-0.605829132,0.274574442,,
1,304.9591034,-26.45656132,47.4111865,0.334225808,-0.605916045,0.271690237,,
1,291.9845155,-27.48464567,47.65134712,0.337114398,-0.605853549,0.268739151,,
1,278.9380895,-28.50594429,47.87975466,0.339919898,-0.605641475,0.265721577,,
1,265.8230389,-29.52020457,48.09635359,0.342641469,-0.605280061,0.262638592,,
1,252.642602,-30.52717359,48.30109292,0.345278588,-0.604769211,0.259490623,,
1,239.4000167,-31.52660871,48.49391653,0.347830454,-0.604109235,0.256278781,,
1,226.0985455,-32.51826437,48.67477561,0.350296584,-0.603300112,0.253003528,,
1,212.7414536,-33.50190016,48.84362145,0.352676216,-0.602342225,0.24966601,,
1,199.3320327,-34.47727098,49.00041462,0.354968908,-0.601235629,0.246266721,,
1,185.8735798,-35.44413801,49.14511476,0.357173942,-0.599980777,0.242806835,,
1,172.3694179,-36.40226063,49.27768807,0.359290927,-0.598577799,0.239286871,,
1,158.8228742,-37.35140474,49.3980997,0.361319191,-0.59702722,0.23570803,,
1,145.2372976,-38.29133316,49.50632276,0.363258389,-0.595329244,0.232070855,,
1,131.6160373,-39.22181374,49.60233097,0.365107892,-0.59348447,0.228376577,,
1,117.9624586,-40.14261272,49.68610462,0.366867399,-0.591493172,0.224625773,,
1,104.2799234,-41.0535041,49.75762204,0.368536319,-0.589356021,0.220819702,,
1,90.57180638,-41.95426262,49.81686593,0.370114397,-0.587073367,0.21695897,,
1,76.84147891,-42.84466984,49.86381801,0.371601084,-0.58464595,0.213044865,,
1,63.09232516,-43.72450589,49.89846672,0.372996169,-0.582074192,0.209078022,,
1,49.32772738,-44.59355559,49.92080177,0.374299148,-0.579358903,0.205059755,,
1,35.55108078,-45.45160272,49.93081927,0.375509856,-0.576500579,0.200990723,,
1,21.76577853,-46.29843697,49.92851552,0.376627835,-0.5735001,0.196872264,,
1,7.975224527,-47.13384803,49.91389228,0.37765297,-0.57035803,0.19270506,,
1,-5.817181659,-47.95763087,49.88695225,0.378584852,-0.56707532,0.188490468,,
1,-19.60803355,-48.76957981,49.84770431,0.379423411,-0.563652606,0.184229195,,
1,-33.39393208,-49.56949445,49.7961584,0.380168281,-0.560090906,0.179922625,,
1,-47.17147483,-50.35717541,49.73232905,0.380819438,-0.556390926,0.175571488,,
1,-60.9372687,-51.13242996,49.65623059,0.38137656,-0.55255375,0.17117719,,
1,-74.68791894,-51.89506683,49.5678816,0.38183967,-0.548580154,0.166740485,,
1,-88.42004026,-52.64490009,49.46730181,0.382208491,-0.54447129,0.162262799,,
1,-102.1302463,-53.38174412,49.35451647,0.382483092,-0.540228,0.157744908,,
1,-115.81516,-54.10541809,49.22955263,0.382663244,-0.535851502,0.153188258,,
1,-129.471405,-54.81574221,49.09244215,0.382749063,-0.531342706,0.148593644,,
1,-143.0956151,-55.51254213,48.94321814,0.382740367,-0.526702894,0.143962527,,
1,-156.6844272,-56.19564482,48.78191836,0.382637321,-0.521933041,0.139295721,,
1,-170.2344911,-56.86488218,48.60858232,0.382439789,-0.517034494,0.134594705,,
1,-183.7424621,-57.52008746,48.42325424,0.382147983,-0.512008291,0.129860309,,
1,-197.2050107,-58.16109934,48.22597968,0.381761812,-0.506855843,0.125094031,,
1,-210.6188157,-58.78775892,48.0168079,0.381281533,-0.501578251,0.120296718,,
1,-223.9805722,-59.39991297,47.79578927,0.380707103,-0.496176986,0.115469883,,
1,-237.2869847,-59.99741043,47.56297818,0.380038824,-0.490653213,0.110614389,,
1,-250.5347751,-60.58010499,47.31843113,0.379276699,-0.485008462,0.105731763,,
1,-263.7206755,-61.14785218,47.06220899,0.378421077,-0.47924396,0.100822883,,
1,-276.8414361,-61.70051241,46.79437465,0.377472007,-0.473361294,0.095889287,,
1,-289.8938192,-62.23794854,46.5149948,0.376429886,-0.467361751,0.090931865,,
1,-302.8746068,-62.76002852,46.224138,0.375294808,-0.461246975,0.085952167,,
1,-315.780595,-63.26662274,45.92187663,0.374067217,-0.455018312,0.080951095,,
1,-328.6086017,-63.75760649,45.60828517,0.372747254,-0.448677461,0.075930208,,
1,-341.3554614,-64.23285772,45.28344171,0.371335406,-0.442225825,0.070890419,,
1,-354.0180322,-64.69225967,44.94742607,0.36983186,-0.435665157,0.065833297,,
1,-366.5931904,-65.13569871,44.60032129,0.368237149,-0.428996914,0.060759766,,
1,-379.0778368,-65.56306634,44.24221224,0.366551503,-0.422222904,0.055671401,,
1,-391.468892,-65.97425693,43.87318732,0.3647755,-0.415344635,0.050569136,,
1,-403.7633019,-66.36916954,43.49333721,0.362909415,-0.408363967,0.045454552,,
1,-415.9580334,-66.7477062,43.10275602,0.360953872,-0.401282462,0.04032859,,
1,-428.0500798,-67.10977384,42.70153993,0.35890919,-0.394102025,0.035192835,,
1,-440.0364572,-67.45528268,42.28978825,0.356776036,-0.38682427,0.030048234,,
1,-451.91421,-67.78414779,41.86760239,0.354554776,-0.379451151,0.024896375,,
1,-463.6804072,-68.09628748,41.4350869,0.352246119,-0.37198433,0.019738211,,
1,-475.3321475,-68.39162494,40.99234848,0.349850473,-0.364425805,0.014575333,,
1,-486.8665565,-68.67008683,40.53949665,0.34736859,-0.356777286,0.009408696,,
1,-498.2807904,-68.93160489,40.07664288,0.344800922,-0.349040815,0.004239893,,
1,-509.5720337,-69.17611448,39.60390132,0.342148263,-0.341218146,-0.000930117,,
1,-520.7375029,-69.40355579,39.12138824,0.339411106,-0.333311364,-0.006099742,,
1,-531.7744436,-69.61387251,38.62922274,0.336590287,-0.325322264,-0.011268022,,
1,-542.6801347,-69.80701301,38.12752615,0.333686341,-0.317252974,-0.016433367,,
1,-553.4518854,-69.98292927,37.61642245,0.330700146,-0.309105329,-0.021594816,,
1,-564.0870395,-70.14157813,37.09603768,0.327632277,-0.300881494,-0.026750783,,
1,-574.5829729,-70.28292012,36.56650039,0.324483653,-0.292583344,-0.031900308,,
1,-584.9370972,-70.40692056,36.02794121,0.32125489,-0.28421308,-0.037041809,,
1,-595.1468578,-70.5135485,35.48049321,0.317946944,-0.275772615,-0.042174329,,
1,-605.2097371,-70.6027778,34.92429145,0.314560473,-0.267264183,-0.04729629,,
1,-615.1232527,-70.67458625,34.3594732,0.311096471,-0.258689731,-0.05240674,,
1,-624.8849604,-70.72895648,33.78617765,0.307555633,-0.250051527,-0.057504105,,
1,-634.4924519,-70.765875,33.20454616,0.303938992,-0.241351552,-0.06258744,,
1,-643.9433586,-70.78533298,32.61472211,0.300247281,-0.232592102,-0.06765518,,
1,-653.2353488,-70.78732543,32.01685107,0.29648157,-0.223775188,-0.072706383,,
1,-662.3661313,-70.77185199,31.41108057,0.29264263,-0.214903135,-0.077739494,,
1,-671.3334533,-70.73891625,30.79756016,0.288731565,-0.205977984,-0.082753581,,
1,-680.1351034,-70.68852649,30.17644121,0.284749183,-0.197002085,-0.087747097,,
1,-688.7689098,-70.62069494,29.54787702,0.280696624,-0.187977505,-0.092719119,,
1,-697.2327436,-70.53543846,28.91202271,0.276574731,-0.178906618,-0.097668113,,
1,-705.5245164,-70.4327779,28.26903521,0.272384679,-0.169791515,-0.102593163,,
1,-713.6421838,-70.31273874,27.61907316,0.268127343,-0.160634592,-0.10749275,,
1,-721.5837431,-70.1753505,26.96229686,0.26380393,-0.151437961,-0.112365969,,
1,-729.3472362,-70.02064732,26.29886831,0.259415352,-0.142204039,-0.117211313,,
1,-736.9307478,-69.84866727,25.62895111,0.254962847,-0.132934957,-0.12202789,,
1,-744.3324081,-69.65945294,24.95271057,0.250447357,-0.123633147,-0.12681421,,
1,-751.5503909,-69.45305087,24.27031353,0.245870153,-0.114300761,-0.131569392,,
1,-758.5829163,-69.22951206,23.58192844,0.241232207,-0.104940245,-0.136291963,,
1,-765.4282493,-68.98889154,22.88772511,0.236534821,-0.095553764,-0.140981057,,
1,-772.0847016,-68.73124879,22.18787488,0.231778997,-0.086143779,-0.145635219,,
1,-778.550631,-68.45664726,21.48255041,0.226966065,-0.076712467,-0.150253598,,
1,-784.8244431,-68.16515476,20.77192579,0.222097057,-0.067262299,-0.154834757,,
1,-790.90459,-67.85684314,20.0561763,0.217173328,-0.057795464,-0.159377864,,
1,-796.7895726,-67.53178856,19.33547858,0.21219594,-0.04831444,-0.1638815,,
1,-802.477939,-67.1900712,18.61001035,0.207166273,-0.038821424,-0.168344849,,
1,-807.9682868,-66.83177549,17.87995063,0.202085417,-0.0293189,-0.172766517,,
1,-813.2592615,-66.45698976,17.14547947,0.196954777,-0.019809072,-0.177145705,,
1,-818.3495583,-66.06580657,16.40677815,0.191775467,-0.010294426,-0.181481041,,
1,-823.2379215,-65.65832235,15.6640289,0.186548916,-0.00077717,-0.185771746,,
1,-827.9231457,-65.2346377,14.91741505,0.181276263,0.008740207,-0.19001647,,
1,-832.4040748,-64.79485707,14.16712075,0.17595896,0.018255498,-0.194214458,,
1,-836.6796041,-64.33908903,13.41333121,0.170598167,0.027766215,-0.198364382,,
1,-840.7486787,-63.86744597,12.65623236,0.165195359,0.037270151,-0.20246551,,
1,-844.6102954,-63.38004431,11.89601107,0.159751717,0.046764821,-0.206516539,,
1,-848.2635014,-62.87700427,11.13285482,0.154268736,0.056248022,-0.210516758,,
1,-851.7073963,-62.35845003,10.36695198,0.148747618,0.065717276,-0.214464894,,
1,-854.9411304,-61.82450954,9.598491403,0.143189874,0.075170384,-0.218360258,,
1,-857.9639065,-61.27531458,8.827662767,0.137596727,0.084604876,-0.222201603,,
1,-860.7749789,-60.71100063,8.054656168,0.131969706,0.094018561,-0.225988268,,
1,-863.3736547,-60.13170695,7.279662439,0.126310051,0.103408981,-0.229719032,,
1,-865.7592927,-59.53757643,6.50287271,0.120619305,0.112773954,-0.233393259,,
1,-867.9313049,-58.92875569,5.724478748,0.114898726,0.122111034,-0.23700976,,
1,-869.8891555,-58.30539491,4.94467251,0.109149873,0.131418052,-0.240567925,,
1,-871.6323618,-57.66764792,4.163646507,0.103374016,0.140692578,-0.244066594,,
1,-873.160494,-57.01567206,3.38159334,0.097572728,0.149932457,-0.247505185,,
1,-874.4731756,-56.34962822,2.59870607,0.091747293,0.159135276,-0.250882569,,
1,-875.5700827,-55.66968072,1.815177741,0.085899295,0.168298897,-0.254198192,,
1,-876.4509453,-54.97599737,1.031201769,0.080030031,0.177420926,-0.257450958,,
1,-877.1155461,-54.26874932,0.246971466,0.074141095,0.186499246,-0.260640341,,
1,-877.5637217,-53.5481111,-0.537319563,0.068233794,0.195531484,-0.263765278,,
1,-877.7953617,-52.81426048,-1.321477914,0.062309732,0.204515542,-0.266825274,,
1,-877.8104091,-52.06737855,-2.105309991,0.056370223,0.213449075,-0.269819298,,
1,-877.6088606,-51.30764957,-2.888622506,0.05041688,0.222330007,-0.272746887,,
1,-877.1907661,-50.53526102,-3.671222073,0.044451026,0.231156018,-0.275607044,,
1,-876.5562289,-49.75040344,-4.452915716,0.038474278,0.239925059,-0.278399337,,
1,-875.7054061,-48.95327051,-5.233510446,0.032487966,0.248634838,-0.281122803,,
1,-874.6385076,-48.1440589,-6.012813786,0.02649371,0.257283334,-0.283777044,,
1,-873.355797,-47.32296829,-6.790633342,0.020492848,0.265868285,-0.286361133,,
1,-871.8575911,-46.49020126,-7.566777327,0.014487001,0.274387701,-0.288874703,,
1,-870.1442598,-45.64596332,-8.341054129,0.00847751,0.282839352,-0.291316863,,
1,-868.216226,-44.79046275,-9.113272831,0.002466,0.291221281,-0.293687281,,
